[ 18:47:46 | command ] git rev-parse --show-toplevel
[ 19:20:56 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/searchbar.js" is not a decendant of a git repository
[ 19:20:58 | command ] git rev-parse --show-toplevel
[ 19:20:58 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:20:58 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/main.js" is not a decendant of a git repository
[ 19:22:21 | command ] git rev-parse --show-toplevel
[ 19:22:21 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:22:21 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.jsx" is not a decendant of a git repository
[ 19:22:21 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.jsx" is not a decendant of a git repository
[ 19:23:47 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/searchbar.jsx" from the internal cache
[ 19:24:00 | command ] git rev-parse --show-toplevel
[ 19:24:00 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:24:00 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/M'ain.jsx" is not a decendant of a git repository
[ 19:24:00 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/M'ain.jsx" is not a decendant of a git repository
[ 19:24:05 | command ] git rev-parse --show-toplevel
[ 19:24:05 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:24:05 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 19:24:05 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 19:24:15 | command ] git rev-parse --show-toplevel
[ 19:24:15 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:24:15 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 19:24:23 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/main.jsx" from the internal cache
[ 19:24:40 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/App.jsx" from the internal cache
[ 19:24:56 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/searchbar.js" from the internal cache
[ 19:24:58 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/main.js" from the internal cache
[ 19:26:21 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.jsx" from the internal cache
[ 19:28:00 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/M'ain.jsx" from the internal cache
[ 19:28:05 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" from the internal cache
[ 19:28:15 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" from the internal cache
[ 19:35:25 | command ] git rev-parse --show-toplevel
[ 19:35:25 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:35:25 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 19:35:25 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 19:35:35 | command ] git rev-parse --show-toplevel
[ 19:35:35 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:35:35 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 19:35:35 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 19:39:25 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" from the internal cache
[ 19:39:35 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" from the internal cache
[ 19:41:29 | command ] git rev-parse --show-toplevel
[ 19:41:29 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:41:29 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 19:41:29 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 19:42:40 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" from the internal cache
[ 19:49:44 | command ] git rev-parse --show-toplevel
[ 19:49:44 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:49:44 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 19:49:44 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 19:51:27 | command ] git rev-parse --show-toplevel
[ 19:51:27 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:51:27 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 19:51:27 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 19:53:44 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" from the internal cache
[ 19:55:27 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" from the internal cache
[ 19:55:32 | command ] git rev-parse --show-toplevel
[ 19:55:32 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:55:32 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 19:55:32 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 19:55:40 | command ] git rev-parse --show-toplevel
[ 19:55:40 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 19:55:40 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/public/index.html" is not a decendant of a git repository
[ 19:55:40 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/public/index.html" is not a decendant of a git repository
[ 19:57:29 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" from the internal cache
[ 19:59:40 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/public/index.html" from the internal cache
[ 20:02:42 | command ] git rev-parse --show-toplevel
[ 20:02:42 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:02:42 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:02:42 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:02:45 | command ] git rev-parse --show-toplevel
[ 20:02:45 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:02:45 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 20:02:45 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 20:03:32 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" from the internal cache
[ 20:04:29 | command ] git rev-parse --show-toplevel
[ 20:04:30 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:04:30 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 20:04:30 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 20:06:42 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" from the internal cache
[ 20:07:05 | command ] git rev-parse --show-toplevel
[ 20:07:05 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:07:05 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:07:05 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:08:30 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" from the internal cache
[ 20:11:05 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" from the internal cache
[ 20:11:31 | command ] git rev-parse --show-toplevel
[ 20:11:31 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:11:31 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:11:31 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:14:44 | command ] git rev-parse --show-toplevel
[ 20:14:44 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:14:44 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/public/index.html" is not a decendant of a git repository
[ 20:14:44 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/public/index.html" is not a decendant of a git repository
[ 20:14:45 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" from the internal cache
[ 20:15:18 | command ] git rev-parse --show-toplevel
[ 20:15:18 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:15:18 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 20:15:18 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 20:15:32 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" from the internal cache
[ 20:16:57 | command ] git rev-parse --show-toplevel
[ 20:16:57 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:16:57 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:16:57 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Searchbar.jsx" is not a decendant of a git repository
[ 20:16:58 | command ] git rev-parse --show-toplevel
[ 20:16:58 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:16:58 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 20:16:58 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" is not a decendant of a git repository
[ 20:18:44 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/public/index.html" from the internal cache
[ 20:19:18 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" from the internal cache
[ 20:19:58 | command ] git rev-parse --show-toplevel
[ 20:19:58 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 20:19:58 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 20:19:58 | info ] File "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" is not a decendant of a git repository
[ 20:20:58 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/index.js" from the internal cache
[ 20:23:58 | info ] Clearing the file "/home/mel/_/__projects/d3_star_wars_app/src/main/view/src/Main.jsx" from the internal cache
