[ 13:11:52 | command ] git rev-parse --show-toplevel
[ 15:57:58 | info ] File "/home/mel/_/__projects/java/spring_react_tutorial/src/main/java/com/example/beer/BeerController.java" is not a decendant of a git repository
[ 16:00:55 | command ] git rev-parse --show-toplevel
[ 16:00:55 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 16:00:55 | info ] File "/home/mel/_/__projects/java/spring_react_tutorial/client/src/BeerList.tsx" is not a decendant of a git repository
[ 16:00:55 | info ] File "/home/mel/_/__projects/java/spring_react_tutorial/client/src/BeerList.tsx" is not a decendant of a git repository
[ 16:01:52 | info ] Clearing the file "/home/mel/_/__projects/java/spring_react_tutorial/src/main/java/com/example/beer/WhiskeyCommandLineRunner.java" from the internal cache
[ 16:08:55 | info ] Clearing the file "/home/mel/_/__projects/java/spring_react_tutorial/client/src/BeerList.tsx" from the internal cache
[ 18:59:04 | command ] git rev-parse --show-toplevel
[ 18:59:04 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 18:59:04 | info ] File "/home/mel/_/__projects/java/spring_react_tutorial/client/src/logo.svg" is not a decendant of a git repository
[ 18:59:13 | command ] git rev-parse --show-toplevel
[ 18:59:13 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 18:59:13 | info ] File "/home/mel/_/__projects/java/spring_react_tutorial/client/src/index.tsx" is not a decendant of a git repository
[ 18:59:33 | command ] git rev-parse --show-toplevel
[ 18:59:33 | error ] Error: fatal: Not a git repository (or any of the parent directories): .git
[ 18:59:33 | info ] File "/home/mel/_/__projects/java/spring_react_tutorial/client/src/App.test.tsx" is not a decendant of a git repository
[ 19:03:04 | info ] Clearing the file "/home/mel/_/__projects/java/spring_react_tutorial/client/src/logo.svg" from the internal cache
[ 19:03:13 | info ] Clearing the file "/home/mel/_/__projects/java/spring_react_tutorial/client/src/index.tsx" from the internal cache
[ 19:03:33 | info ] Clearing the file "/home/mel/_/__projects/java/spring_react_tutorial/client/src/App.test.tsx" from the internal cache
